Date,Hour,Cloud coverage,Visibility,Temperature,Dew point,Relative humidity,Wind speed,Station pressure,Altimeter,Solar energy,(Inverter)
6/13/16,5,0.00,10.00,16.56,9.26,59.44,3.80,29.27,30.06,31.06,
6/13/16,6,0.00,10.00,18.56,9.70,53.60,5.36,29.27,30.06,189.00,
6/13/16,7,0.00,10.00,21.41,10.92,48.04,6.44,29.27,30.06,865.75,
6/13/16,8,0.00,10.00,24.02,10.78,41.52,8.36,29.25,30.04,2032.50,
6/13/16,9,0.00,10.00,26.28,11.77,39.04,8.44,29.24,30.03,2992.25,
6/13/16,10,0.00,10.00,27.93,12.95,37.00,5.22,29.23,30.02,3639.25,
6/13/16,11,0.00,10.00,29.43,12.80,36.00,8.00,29.19,30.01,4026.50,
6/13/16,12,0.00,10.00,30.45,15.00,39.00,0.00,29.17,29.99,4181.25,
6/13/16,13,0.00,10.00,31.36,16.97,41.00,2.67,29.15,29.94,4127.50,
6/13/16,14,0.21,10.00,29.02,10.54,31.07,0.17,29.14,29.94,3837.50,
6/13/16,15,0.44,10.00,32.05,18.80,43.45,0.00,29.12,29.91,2907.25,
6/13/16,16,0.36,10.00,29.07,10.97,32.31,3.12,19.01,29.90,2717.50,
6/13/16,17,0.00,10.00,30.97,17.20,39.00,0.00,29.06,29.88,1681.50,
6/13/16,18,0.16,10.00,31.04,18.95,44.88,5.32,29.09,29.88,448.50,
6/13/16,19,0.23,10.00,28.66,19.91,56.06,4.59,29.08,29.87,164.20,
6/13/16,20,0.01,10.00,26.91,19.67,59.68,6.04,29.09,29.88,6.54,
6/13/16,21,0.00,10.00,25.41,19.54,63.16,5.08,29.10,29.89,0.00,
6/13/16,22,0.28,10.00,25.60,19.41,67.00,5.40,29.10,29.89,0.00,
6/13/16,23,0.91,10.00,25.55,19.48,67.56,5.48,29.11,29.90,0.00,
6/13/16,24,0.67,10.00,25.49,20.11,67.44,6.78,29.11,29.90,0.00,
6/14/16,1,0.01,10.00,24.16,21.44,81.76,4.36,29.08,29.87,0.00,
6/14/16,2,0.00,10.00,23.56,20.54,77.20,0.12,29.08,29.87,0.00,
6/14/16,3,0.28,9.92,23.15,21.52,85.40,6.00,29.08,29.87,0.00,
6/14/16,4,0.42,9.77,22.99,21.78,88.15,4.54,29.09,29.88,0.00,
6/14/16,5,0.99,6.72,22.81,21.73,93.42,6.10,29.10,29.89,27.56,
6/14/16,6,0.77,5.86,22.13,21.82,92.86,7.93,29.11,29.90,39.56,
6/14/16,7,0.06,6.96,23.60,22.49,92.38,6.11,29.10,29.89,105.51,
6/14/16,8,0.00,10.00,26.04,22.81,83.16,6.64,29.10,29.89,1661.00,
6/14/16,9,0.00,10.00,27.61,22.48,74.52,9.04,29.10,29.89,2893.00,
6/14/16,10,0.14,10.00,28.47,22.70,70.72,8.32,29.09,29.88,3653.50,
6/14/16,11,0.63,10.00,29.53,23.40,69.04,8.76,29.09,29.88,3911.25,
6/14/16,12,0.63,9.76,26.08,13.89,45.80,7.54,24.16,29.85,4218.50,
6/14/16,13,0.74,8.95,26.12,18.10,54.82,8.33,29.04,29.83,2043.50,
6/14/16,14,0.96,7.84,25.83,22.44,86.20,9.27,29.04,29.84,1552.75,
6/14/16,15,0.80,7.60,26.27,23.22,87.64,12.48,29.05,29.84,2697.25,
6/14/16,16,0.16,10.00,26.73,23.41,81.04,13.04,29.04,29.83,2767.50,
6/14/16,17,0.29,10.00,26.35,23.16,79.96,12.36,29.02,29.81,1887.75,
6/14/16,18,0.14,10.00,25.54,22.66,82.00,11.52,29.02,29.81,702.25,
6/14/16,19,0.00,10.00,24.48,22.53,88.40,10.04,29.03,29.82,315.00,
6/14/16,20,0.17,10.00,23.93,22.47,92.44,9.36,29.03,29.82,13.25,
6/14/16,21,0.93,9.41,23.61,22.83,93.45,9.33,29.03,29.83,0.00,
6/14/16,22,0.83,10.00,23.44,22.98,94.68,7.68,29.02,29.81,0.00,
6/14/16,23,0.14,10.00,23.14,22.79,94.80,8.72,29.00,29.79,0.00,
6/14/16,24,0.00,9.89,23.09,22.35,96.23,9.11,29.00,29.79,0.00,
6/15/16,1,0.00,5.72,22.83,22.19,96.72,6.40,29.01,29.80,0.00,
6/15/16,2,0.00,4.72,22.68,22.19,96.72,7.16,28.99,29.78,0.00,
6/15/16,3,0.35,4.00,22.73,22.41,96.77,6.29,29.00,29.79,0.00,
6/15/16,4,0.87,4.87,23.10,22.54,95.52,6.29,29.02,29.82,0.00,
6/15/16,5,0.71,7.07,22.65,22.43,94.65,4.00,29.03,29.82,0.00,
6/15/16,6,0.52,6.65,23.38,22.27,96.58,7.04,29.03,29.82,120.73,
6/15/16,7,0.64,8.96,24.86,23.31,93.04,8.08,29.03,29.82,968.75,
6/15/16,8,0.14,10.00,26.69,23.79,83.92,9.96,29.04,29.83,1991.75,
6/15/16,9,0.14,10.00,28.32,24.48,79.56,9.08,29.02,29.81,2901.00,
6/15/16,10,0.63,10.00,29.52,25.46,77.88,13.04,29.02,29.81,3206.50,
6/15/16,11,0.44,10.00,30.84,25.94,75.77,10.23,29.01,29.80,3672.00,
6/15/16,12,0.69,10.00,31.66,25.89,74.23,8.33,29.00,29.79,4199.00,
6/15/16,13,0.55,10.00,32.04,25.64,68.56,10.04,28.99,29.78,3988.50,
6/15/16,14,0.40,10.00,32.75,23.97,59.92,12.44,28.97,29.76,4016.75,
6/15/16,15,0.00,10.00,32.69,22.95,55.84,13.36,28.97,29.76,2538.50,
6/15/16,16,0.39,10.00,32.14,22.82,55.45,10.72,28.96,29.76,3105.50,
6/15/16,17,0.17,10.00,28.94,22.59,59.01,3.99,28.98,29.78,940.25,
6/15/16,18,0.00,10.00,25.64,3.95,23.11,2.67,29.00,29.79,712.50,
6/15/16,19,0.00,10.00,26.88,23.44,75.01,6.12,28.99,29.78,196.35,
6/15/16,20,0.00,10.00,25.81,22.98,80.52,6.16,28.99,29.78,16.59,
6/15/16,21,0.00,10.00,25.01,23.70,88.00,5.64,29.00,29.79,0.00,
6/15/16,22,0.00,10.00,24.50,23.64,91.80,5.32,29.00,29.79,0.00,
6/15/16,23,0.00,10.00,24.05,23.04,88.92,9.40,29.00,29.79,0.00,
6/15/16,24,0.00,10.00,23.93,22.52,87.89,9.44,29.00,29.79,0.00,
6/16/16,1,0.00,9.96,23.07,22.41,92.56,8.52,28.99,29.78,0.00,
6/16/16,2,0.00,9.96,22.94,22.19,93.84,6.36,28.99,29.78,0.00,
6/16/16,3,0.00,9.92,22.34,21.90,91.40,7.00,29.00,29.79,0.00,
6/16/16,4,0.00,9.92,22.13,21.24,90.12,6.96,29.00,29.79,0.00,
6/16/16,5,0.00,9.96,22.34,20.35,87.12,7.32,29.02,29.81,27.94,
6/16/16,6,0.00,10.00,23.63,19.70,78.24,8.32,29.04,29.83,239.50,
6/16/16,7,0.14,10.00,24.65,19.85,74.64,10.28,29.05,29.84,1019.75,
6/16/16,8,0.28,10.00,25.27,19.62,70.28,9.48,29.05,29.84,2138.00,
6/16/16,9,0.14,10.00,25.96,19.22,65.96,13.56,29.05,29.84,3154.00,
6/16/16,10,0.42,10.00,26.77,19.22,62.56,13.36,29.06,29.85,3931.00,
6/16/16,11,0.62,10.00,27.45,19.75,62.04,10.80,29.07,29.86,4412.25,
6/16/16,12,0.52,10.00,27.66,19.28,59.92,13.68,29.07,29.86,4479.75,
6/16/16,13,0.52,10.00,27.93,19.60,58.92,12.36,29.07,29.86,4498.25,
6/16/16,14,0.42,10.00,28.10,19.48,58.28,11.12,29.07,29.86,4315.00,
6/16/16,15,0.42,10.00,28.18,19.28,56.92,13.52,29.07,29.86,3734.75,
6/16/16,16,0.42,10.00,27.73,19.26,58.52,12.60,29.07,29.86,2934.25,
6/16/16,17,0.53,10.00,26.65,18.65,60.48,13.32,29.08,29.87,1885.25,
6/16/16,18,0.73,10.00,24.92,17.64,64.88,13.36,29.10,29.89,747.25,
6/16/16,19,0.80,10.00,22.94,16.94,66.00,10.64,29.12,29.91,194.23,
6/16/16,20,0.14,10.00,21.46,17.03,69.92,10.32,29.12,29.91,13.20,
6/16/16,21,0.88,10.00,20.58,16.91,72.80,9.08,29.14,29.94,0.00,
6/16/16,22,0.80,10.00,20.00,16.52,78.00,8.12,29.15,29.95,0.00,
6/16/16,23,0.14,10.00,18.88,16.38,80.80,9.72,29.16,29.96,0.00,
6/16/16,24,0.67,10.00,18.73,16.33,83.34,14.00,29.17,29.96,0.00,
6/17/16,1,0.38,9.04,17.87,16.60,86.88,9.08,29.17,29.96,0.00,
6/17/16,2,0.14,7.04,17.53,16.46,88.92,8.36,29.17,29.96,0.00,
6/17/16,3,0.14,7.00,17.33,16.15,87.84,8.40,29.18,29.97,0.00,
6/17/16,4,0.00,6.96,17.12,15.67,87.96,10.00,29.19,29.98,0.00,
6/17/16,5,0.00,9.84,17.38,14.94,82.20,10.36,29.20,29.99,30.03,
6/17/16,6,0.00,10.00,18.85,15.58,77.48,14.00,29.22,30.01,249.00,
6/17/16,7,0.00,10.00,20.69,16.69,75.88,13.00,29.23,30.03,1051.50,
6/17/16,8,0.00,10.00,22.93,16.10,63.52,10.76,29.24,30.03,2206.25,
6/17/16,9,0.00,10.00,25.02,15.47,53.60,11.00,29.24,30.03,3189.00,
6/17/16,10,0.00,10.00,26.57,16.24,49.84,9.84,29.26,30.05,3886.50,
6/17/16,11,0.00,10.00,27.85,16.80,47.24,11.08,29.25,30.04,4321.75,
6/17/16,12,0.21,10.00,28.40,16.94,45.82,10.47,29.24,30.03,4497.75,
6/17/16,13,0.22,10.00,26.43,9.89,32.42,13.18,29.24,30.03,4455.25,
6/17/16,14,0.44,10.00,28.72,16.70,48.00,10.00,29.21,30.03,4111.50,
6/17/16,15,0.01,10.00,29.90,14.11,34.80,6.12,29.23,30.02,3350.75,
6/17/16,16,0.00,10.00,27.57,8.65,25.89,10.64,29.24,30.03,2820.50,
6/17/16,17,0.00,10.00,29.13,10.45,28.47,11.94,29.23,30.02,1886.00,
6/17/16,18,0.00,10.00,27.62,11.86,34.70,6.70,29.24,30.03,779.75,
6/17/16,19,0.00,10.00,24.75,13.11,43.12,5.08,29.25,30.04,138.00,
6/17/16,20,0.00,10.00,22.36,14.88,53.36,6.32,29.27,30.06,17.88,
6/17/16,21,0.00,10.00,20.83,14.90,56.76,7.92,29.29,30.08,0.00,
6/17/16,22,0.00,10.00,20.05,14.85,62.60,9.00,29.31,30.11,0.00,
6/17/16,23,0.00,10.00,19.84,14.57,64.64,8.08,29.32,30.12,0.00,
6/17/16,24,0.00,10.00,19.29,14.31,67.45,8.00,29.31,30.11,0.00,
6/18/16,1,0.00,10.00,17.20,13.99,70.00,6.08,29.33,30.12,0.00,
6/18/16,2,0.00,10.00,16.70,13.62,72.80,4.80,29.34,30.13,0.00,
6/18/16,3,0.00,10.00,15.99,13.17,72.88,6.08,29.33,30.12,0.00,
6/18/16,4,0.00,10.00,15.70,12.80,71.84,7.68,29.34,30.14,0.00,
6/18/16,5,0.00,10.00,16.85,12.49,67.16,8.04,29.37,30.17,33.09,
6/18/16,6,0.00,10.00,19.25,12.65,61.72,8.76,29.39,30.19,339.75,
6/18/16,7,0.00,10.00,22.77,12.66,51.72,9.40,29.40,30.20,1025.50,
6/18/16,8,0.00,10.00,25.14,12.70,43.04,10.76,29.41,30.21,2175.50,
6/18/16,9,0.00,10.00,26.85,12.59,38.04,8.72,29.41,30.21,3071.25,
6/18/16,10,0.14,10.00,28.08,14.71,41.32,8.28,29.41,30.21,3639.00,
6/18/16,11,0.42,10.00,28.81,13.79,31.28,8.44,22.45,30.21,4227.00,
6/18/16,12,0.23,10.00,29.35,13.62,35.35,8.65,29.40,30.21,4448.00,
6/18/16,13,0.00,10.00,29.27,13.99,33.66,8.78,29.40,30.20,4325.25,
6/18/16,14,0.58,10.00,29.91,14.02,33.41,7.94,29.40,30.20,4083.25,
6/18/16,15,0.21,10.00,29.95,13.52,33.17,9.12,29.39,30.19,3673.25,
6/18/16,16,0.00,10.00,30.28,12.40,29.96,9.32,29.38,30.17,2655.25,
6/18/16,17,0.00,10.00,29.74,11.03,27.84,7.40,29.39,30.18,1981.75,
6/18/16,18,0.00,10.00,28.26,12.61,33.47,5.00,29.39,30.18,833.25,
6/18/16,19,0.00,10.00,25.77,14.90,38.69,2.12,22.44,30.19,151.90,
6/18/16,20,0.00,10.00,23.78,15.77,55.23,1.16,29.40,30.20,15.04,
6/18/16,21,0.00,10.00,22.11,16.32,61.44,2.80,29.41,30.21,0.00,
6/18/16,22,0.14,10.00,21.25,16.50,66.72,1.16,29.42,30.22,0.00,
6/18/16,23,0.45,10.00,21.10,16.78,72.16,0.24,29.42,30.22,0.00,
6/18/16,24,0.41,10.00,20.72,17.20,79.22,0.55,29.42,30.22,0.00,
6/19/16,1,0.54,10.00,20.69,17.74,77.72,1.20,29.43,30.23,0.00,
6/19/16,2,0.43,10.00,20.00,17.68,81.56,1.20,29.43,30.23,0.00,
6/19/16,3,0.15,10.00,19.76,17.49,83.16,0.32,29.42,30.22,0.00,
6/19/16,4,0.14,10.00,19.22,17.28,82.08,0.28,29.43,30.23,0.00,
6/19/16,5,0.38,10.00,19.71,17.47,82.08,3.12,29.44,30.24,27.60,
6/19/16,6,0.16,7.55,22.05,17.64,74.92,4.28,29.45,30.25,305.00,
6/19/16,7,0.01,10.00,24.65,17.68,63.04,7.68,29.46,30.26,941.25,
6/19/16,8,0.00,10.00,26.56,19.16,60.96,5.16,29.46,30.26,2052.25,
6/19/16,9,0.63,10.00,27.87,20.68,62.92,5.44,29.45,30.25,2699.25,
6/19/16,10,0.69,10.00,29.09,20.89,59.00,5.33,29.45,30.25,3110.25,
6/19/16,11,0.00,10.00,29.09,19.40,55.00,5.00,29.42,30.25,3707.50,
6/19/16,12,0.44,10.00,30.45,20.96,52.33,8.00,29.42,30.22,4326.25,
6/19/16,13,0.44,10.00,30.30,20.60,53.00,5.00,29.39,30.22,3061.75,
6/19/16,14,0.41,10.00,31.46,21.78,53.34,6.44,29.39,30.19,3405.50,
6/19/16,15,0.44,10.00,31.26,20.89,51.78,10.33,29.39,30.18,2876.75,
6/19/16,16,0.44,10.00,31.20,21.78,55.34,7.22,29.36,30.16,2786.25,
6/19/16,17,0.14,10.00,31.03,21.62,54.56,7.40,29.36,30.16,1913.50,
6/19/16,18,0.43,10.00,30.24,21.30,54.28,7.36,29.36,30.16,718.75,
6/19/16,19,0.00,10.00,27.27,21.96,68.44,4.40,29.36,30.16,189.58,
6/19/16,20,0.28,10.00,25.57,21.39,69.52,5.68,29.38,30.17,17.82,
6/19/16,21,0.00,10.00,24.55,21.89,77.52,7.32,29.38,30.17,0.00,
6/19/16,22,0.00,10.00,23.57,22.12,82.96,7.08,29.36,30.16,0.00,
6/19/16,23,0.00,10.00,22.68,21.63,85.28,5.44,29.38,30.17,0.00,
6/19/16,24,0.00,10.00,22.48,20.98,86.67,6.11,29.37,30.17,0.00,
6/20/16,1,0.00,10.00,21.80,20.58,83.48,6.96,29.37,30.17,0.00,
6/20/16,2,0.00,10.00,22.10,20.55,82.84,6.36,29.37,30.17,0.00,
6/20/16,3,0.00,10.00,22.45,20.68,82.20,7.96,29.39,30.18,0.00,
6/20/16,4,0.00,10.00,21.92,20.84,85.92,8.32,29.39,30.19,0.00,
6/20/16,5,0.00,9.92,22.46,21.00,86.36,9.24,29.39,30.19,18.55,
6/20/16,6,0.00,10.00,24.15,21.62,82.08,10.60,29.39,30.19,250.75,
6/20/16,7,0.00,10.00,26.37,22.32,75.72,12.40,29.39,30.18,998.50,
6/20/16,8,0.00,10.00,28.32,22.79,69.76,15.64,29.36,30.16,2050.00,
6/20/16,9,0.00,10.00,29.61,22.88,65.56,13.96,29.36,30.16,3055.75,
6/20/16,10,0.15,10.00,30.73,22.95,59.64,12.80,29.36,30.15,3767.50,
6/20/16,11,0.42,10.00,31.53,21.98,55.12,14.88,29.34,30.13,3823.25,
6/20/16,12,0.44,10.00,32.06,20.60,49.00,14.00,29.32,30.14,3656.00,
6/20/16,13,0.41,10.00,32.79,20.96,47.00,15.67,29.31,30.10,4257.75,
6/20/16,14,0.63,10.00,32.74,21.28,49.24,14.28,29.29,30.08,3622.25,
6/20/16,15,0.02,10.00,32.53,21.85,50.56,15.11,29.26,30.05,2977.25,
6/20/16,16,0.64,10.00,32.32,21.96,53.84,13.36,29.25,30.04,2464.00,
6/20/16,17,0.87,10.00,31.52,21.92,54.83,12.59,29.24,30.03,1365.75,
6/20/16,18,0.40,10.00,30.25,22.51,41.24,9.06,19.07,30.02,636.25,
6/20/16,19,0.83,10.00,26.69,16.55,51.33,6.12,29.22,30.01,106.73,
6/20/16,20,0.89,9.08,27.69,23.64,77.63,5.84,29.22,30.01,7.36,
6/20/16,21,0.98,7.76,24.42,22.14,87.19,17.93,29.29,30.09,0.00,
6/20/16,22,0.89,10.00,22.93,21.55,90.81,5.38,29.27,30.06,0.00,
6/20/16,23,0.86,7.84,23.18,20.60,84.46,12.89,29.26,30.05,0.00,
6/20/16,24,0.67,10.00,22.78,21.49,90.00,7.78,29.23,30.02,0.00,
6/21/16,1,0.00,10.00,22.56,19.65,78.36,8.96,29.23,30.02,0.00,
6/21/16,2,0.00,10.00,21.36,15.04,63.64,10.04,29.24,30.03,0.00,
6/21/16,3,0.14,10.00,20.11,14.04,62.63,6.96,29.24,30.03,0.00,
6/21/16,4,0.14,10.00,18.82,15.49,79.60,2.80,29.26,30.05,0.00,
6/21/16,5,0.72,10.00,19.63,16.13,78.88,5.64,29.27,30.06,47.16,
6/21/16,6,0.65,10.00,21.16,15.68,67.04,6.00,29.27,30.06,291.75,
6/21/16,7,0.16,10.00,22.81,16.41,66.52,6.40,29.28,30.07,939.25,
6/21/16,8,0.00,10.00,24.24,16.58,61.44,7.28,29.28,30.07,2199.00,
6/21/16,9,0.00,10.00,25.34,15.54,52.72,9.28,29.27,30.06,3184.75,
6/21/16,10,0.03,10.00,25.96,14.55,48.60,9.04,29.28,30.07,3819.00,
6/21/16,11,0.04,10.00,26.49,15.76,49.12,11.88,29.27,30.06,4200.25,
6/21/16,12,0.00,10.00,27.10,16.19,48.20,12.92,29.25,30.04,4368.00,
6/21/16,13,0.00,10.00,27.54,16.55,48.68,10.84,29.23,30.02,4570.75,
6/21/16,14,0.00,10.00,27.89,17.00,48.96,9.40,29.21,30.00,4343.00,
6/21/16,15,0.00,10.00,28.08,17.23,50.20,9.72,29.19,29.98,3827.00,
6/21/16,16,0.01,10.00,27.96,17.09,50.24,10.64,29.17,29.96,3023.50,
6/21/16,17,0.01,9.60,27.44,16.87,50.28,9.96,29.16,29.95,1958.75,
6/21/16,18,0.00,10.00,26.05,17.85,56.24,8.36,29.16,29.95,815.00,
6/21/16,19,0.00,10.00,23.29,17.99,65.08,7.32,29.16,29.95,139.28,
6/21/16,20,0.00,10.00,21.12,18.44,77.20,6.92,29.17,29.96,16.50,
6/21/16,21,0.00,10.00,20.93,18.47,75.56,6.60,29.17,29.96,0.00,
6/21/16,22,0.00,10.00,20.39,18.47,79.52,6.04,29.16,29.95,0.00,
6/21/16,23,0.00,10.00,19.85,18.45,82.60,5.68,29.17,29.96,0.00,
6/21/16,24,0.02,10.00,20.09,18.42,84.33,0.77,29.15,29.94,0.00,
6/22/16,1,0.03,10.00,20.05,18.49,88.92,2.12,29.12,29.91,0.00,
6/22/16,2,0.60,10.00,21.03,18.90,87.84,1.20,29.12,29.91,0.00,
6/22/16,3,0.99,5.11,20.87,19.58,93.89,13.89,29.17,29.96,0.00,
6/22/16,4,0.78,9.82,19.32,17.86,91.56,7.59,29.18,29.97,0.00,
6/22/16,5,0.93,6.02,18.33,17.80,93.83,8.28,29.20,29.99,0.00,
6/22/16,6,0.98,3.99,18.70,18.78,96.72,6.81,29.21,30.00,0.00,
6/22/16,7,0.81,8.08,19.14,19.34,96.84,4.04,29.23,30.02,107.08,
6/22/16,8,0.83,8.89,19.40,19.35,95.62,7.54,29.15,29.94,148.05,
6/22/16,9,1.00,9.69,19.75,19.44,95.46,7.19,29.19,29.98,356.75,
6/22/16,10,0.90,8.28,20.02,19.49,95.41,9.78,29.18,29.97,182.50,
6/22/16,11,0.84,7.46,21.04,19.68,93.49,5.62,29.21,30.01,312.75,
6/22/16,12,0.02,10.00,23.78,20.71,86.24,14.08,29.14,29.93,1848.75,
6/22/16,13,0.65,10.00,25.81,21.86,78.04,10.20,29.14,29.93,3169.75,
6/22/16,14,0.44,10.00,27.40,22.53,73.36,14.52,29.12,29.91,3135.25,
6/22/16,15,0.00,10.00,28.45,23.60,75.92,12.92,29.09,29.88,3398.25,
6/22/16,16,0.14,10.00,28.80,24.48,76.08,10.00,29.08,29.87,2768.00,
6/22/16,17,0.30,10.00,28.62,24.92,79.88,10.88,29.07,29.86,944.25,
6/22/16,18,0.01,10.00,27.69,24.91,81.28,13.88,29.03,29.82,785.00,
6/22/16,19,0.03,10.00,26.81,24.60,82.96,14.48,29.00,29.79,201.00,
6/22/16,20,0.90,9.92,26.45,24.80,87.04,12.52,28.99,29.78,13.10,
6/22/16,21,0.81,10.00,27.53,24.07,79.88,11.12,28.99,29.78,0.00,
6/22/16,22,0.81,10.00,28.15,22.98,68.04,15.16,28.98,29.77,0.00,
6/22/16,23,0.90,10.00,28.25,23.13,72.00,12.76,28.98,29.77,0.00,
6/22/16,24,1.00,10.00,28.33,23.18,71.78,18.00,28.99,29.78,0.00,
6/23/16,1,1.00,10.00,27.38,23.45,75.44,6.12,29.01,29.80,0.00,
6/23/16,2,0.99,10.00,26.31,23.26,83.60,3.72,29.02,29.81,0.00,
6/23/16,3,0.15,10.00,24.79,23.45,87.64,5.44,29.00,29.79,0.00,
6/23/16,4,0.14,10.00,24.31,23.51,87.96,6.68,29.00,29.79,0.00,
6/23/16,5,0.14,10.00,24.88,23.64,88.92,6.40,29.02,29.81,28.63,
6/23/16,6,0.28,10.00,26.48,23.98,85.00,8.36,29.04,29.83,254.50,
6/23/16,7,0.00,10.00,27.57,24.66,82.76,9.84,29.06,29.85,996.25,
6/23/16,8,0.00,10.00,28.69,24.51,77.96,10.04,29.07,29.86,2101.50,
6/23/16,9,0.14,10.00,29.47,24.62,72.96,10.04,29.08,29.87,3121.00,
6/23/16,10,0.53,10.00,30.03,24.38,69.92,9.48,29.09,29.88,3000.00,
6/23/16,11,0.58,10.00,26.24,13.54,44.86,11.97,29.09,29.88,3646.00,
6/23/16,12,0.23,10.00,27.88,12.71,40.65,15.94,29.08,29.88,4185.00,
6/23/16,13,0.50,10.00,30.74,23.16,62.03,12.24,29.09,29.88,3855.75,
6/23/16,14,0.01,10.00,28.03,15.91,47.29,10.88,29.09,29.88,4191.75,
6/23/16,15,0.00,10.00,29.92,21.09,57.09,12.48,29.10,29.89,3850.00,
6/23/16,16,0.00,10.00,29.12,20.78,59.85,13.64,29.10,29.89,3045.25,
6/23/16,17,0.01,10.00,28.16,20.44,60.44,11.40,29.10,29.89,1653.75,
6/23/16,18,0.03,10.00,26.87,20.65,64.73,9.34,29.12,29.91,800.50,
6/23/16,19,0.00,10.00,24.61,20.14,69.56,8.40,29.13,29.92,154.15,
6/23/16,20,0.00,10.00,22.88,19.18,70.15,8.28,29.13,29.92,17.41,
6/23/16,21,0.00,10.00,21.66,18.40,72.16,7.36,29.16,29.95,0.00,
6/23/16,22,0.28,10.00,20.88,18.86,79.20,7.28,29.17,29.96,0.00,
6/23/16,23,0.00,10.00,20.40,19.75,87.00,7.28,29.19,29.98,0.00,
6/23/16,24,0.00,10.00,20.65,19.76,89.67,6.11,29.19,29.98,0.00,
6/24/16,1,0.00,7.12,19.41,19.63,91.92,5.64,29.19,29.98,0.00,
6/24/16,2,0.00,5.68,18.93,18.99,91.92,7.92,29.19,29.98,0.00,
6/24/16,3,0.00,8.80,18.66,17.26,88.20,6.96,29.19,29.98,0.00,
6/24/16,4,0.00,6.88,18.00,17.10,91.08,4.36,29.21,30.00,0.00,
6/24/16,5,0.00,7.84,18.11,16.61,88.08,7.64,29.22,30.01,32.69,
6/24/16,6,0.00,9.88,19.13,16.60,82.08,7.32,29.24,30.03,257.00,
6/24/16,7,0.00,9.96,20.66,17.72,80.80,6.64,29.26,30.06,1047.00,
6/24/16,8,0.00,10.00,22.41,19.30,79.76,3.76,29.28,30.07,2076.00,
6/24/16,9,0.14,10.00,24.17,20.28,75.48,3.48,29.28,30.07,3113.25,
6/24/16,10,0.72,10.00,25.70,20.50,69.88,4.04,29.29,30.08,3840.50,
6/24/16,11,0.74,10.00,26.32,20.44,68.20,4.60,29.29,30.08,3685.25,
6/24/16,12,0.75,10.00,26.97,20.14,63.83,1.82,29.29,30.08,2828.50,
6/24/16,13,0.74,10.00,27.55,19.96,61.60,4.92,29.29,30.08,3277.50,
6/24/16,14,0.50,10.00,28.05,19.56,45.89,3.44,22.36,30.07,3301.75,
6/24/16,15,0.44,10.00,28.46,19.21,57.00,2.65,29.27,30.06,2175.00,
6/24/16,16,0.60,10.00,28.16,19.09,55.17,4.06,29.26,30.05,1157.25,
6/24/16,17,0.82,10.00,25.27,11.13,39.36,4.41,29.26,30.05,1669.50,
6/24/16,18,0.21,10.00,24.77,11.31,40.48,0.29,29.26,30.05,550.50,
6/24/16,19,0.00,10.00,25.45,20.42,66.68,1.16,29.26,30.05,148.03,
6/24/16,20,0.00,10.00,23.27,21.48,80.80,3.72,29.27,30.06,16.23,
6/24/16,21,0.00,10.00,22.21,20.88,82.96,4.92,29.28,30.07,0.00,
6/24/16,22,0.00,10.00,21.54,20.44,84.96,0.12,29.29,30.08,0.00,
6/24/16,23,0.00,10.00,21.17,20.35,87.72,0.28,29.29,30.08,0.00,
6/24/16,24,0.00,10.00,20.98,20.06,87.33,0.66,29.29,30.08,0.00,
6/25/16,1,0.00,9.92,20.18,19.45,90.00,1.24,29.29,30.08,0.00,
6/25/16,2,0.00,9.92,19.61,18.92,90.96,2.84,29.29,30.08,0.00,
6/25/16,3,0.00,9.92,19.35,18.57,87.24,2.84,29.29,30.08,0.00,
6/25/16,4,0.00,8.92,18.99,18.54,89.04,1.08,29.30,30.09,0.00,
6/25/16,5,0.00,8.84,19.57,18.77,89.04,3.08,29.31,30.10,27.11,
6/25/16,6,0.00,9.84,21.91,19.67,86.16,5.04,29.31,30.11,241.50,
6/25/16,7,0.00,10.00,24.30,21.18,82.72,5.76,29.32,30.12,1028.25,
6/25/16,8,0.00,10.00,26.48,22.12,77.64,8.00,29.33,30.12,2148.00,
6/25/16,9,0.00,10.00,28.14,22.48,71.16,9.68,29.32,30.12,3098.25,
6/25/16,10,0.00,10.00,29.30,22.41,65.48,9.04,29.31,30.10,3803.50,
6/25/16,11,0.00,10.00,30.29,22.26,62.34,8.78,29.31,30.10,4215.00,
6/25/16,12,0.00,10.00,31.27,22.74,56.45,7.11,29.28,30.07,4339.75,
6/25/16,13,0.41,10.00,31.81,22.39,56.24,8.59,29.27,30.06,4323.75,
6/25/16,14,0.52,10.00,32.23,22.91,56.04,5.44,29.27,30.06,3693.25,
6/25/16,15,0.53,10.00,32.50,23.24,57.00,6.12,29.26,30.05,3381.50,
6/25/16,16,0.41,10.00,31.95,22.79,56.23,8.00,29.24,30.03,2509.75,
6/25/16,17,0.44,10.00,31.49,23.96,60.88,8.00,29.24,30.03,1819.25,
6/25/16,18,0.31,10.00,29.78,24.00,68.32,8.04,29.24,30.03,563.00,
6/25/16,19,0.03,10.00,27.79,23.75,75.92,7.04,29.23,30.02,182.88,
6/25/16,20,0.16,10.00,26.77,22.98,78.08,7.40,29.23,30.02,12.40,
6/25/16,21,0.01,10.00,25.59,22.62,81.41,7.80,29.25,30.04,0.00,
6/25/16,22,0.00,10.00,23.86,22.46,85.72,5.04,29.25,30.04,0.00,
